uid,airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment,airports-extended-geo-uk-only-join_country,airports-extended-geo-uk-only-join_type,layer,path,dest-airports_name,dest-airports_city,dest-airports_country,dest-airports_lat,dest-airports_long,dest-airports_type,src-airports_name,src-airports_city,src-airports_country,src-airports_lat,src-airports_long,src-airports_type
14728,BA,"1355",LHR,"507",JNB,"813",,0,388 744,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14729,BA,"1355",LHR,"507",JTR,"1479",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Santorini Airport,Thira,Greece,36.3992004394531,25.4792995452881,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14730,BA,"1355",LHR,"507",KBP,"2939",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Boryspil International Airport,Kiev,Ukraine,50.3450012207031,30.8946990966797,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14731,BA,"1355",LHR,"507",KWI,"2176",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Kuwait International Airport,Kuwait,Kuwait,29.2266006469727,47.9688987731934,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14732,BA,"1355",LHR,"507",LAD,"951",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Quatro de Fevereiro Airport,Luanda,Angola,-8.85837,13.2312,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14733,BA,"1355",LHR,"507",LAS,"3877",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14734,BA,"1355",LHR,"507",LAX,"3484",,0,744 388,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14735,BA,"1355",LHR,"507",LBA,"517",,0,"319",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323242,-1.66057002544403,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14736,BA,"1355",LHR,"507",LCA,"1197",,0,"767",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Larnaca International Airport,Larnaca,Cyprus,34.8750991821289,33.6249008178711,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14737,BA,"1355",LHR,"507",LED,"2948",,0,"321",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Pulkovo Airport,St. Petersburg,Russia,59.8003005981445,30.2625007629395,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14738,BA,"1355",LHR,"507",LIN,"1529",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Milano Linate Airport,Milan,Italy,45.445099,9.27674,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14739,BA,"1355",LHR,"507",LIS,"1638",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14740,BA,"1355",LHR,"507",LOS,"273",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Murtala Muhammed International Airport,Lagos,Nigeria,6.57737016677856,3.32116007804871,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14741,BA,"1355",LHR,"507",LUX,"629",,0,"319",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14742,BA,"1355",LHR,"507",LYS,"1335",,0,"319",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14743,BA,"1355",LHR,"507",MAA,"3144",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Chennai International Airport,Madras,India,12.9900054931641,80.1692962646484,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14744,BA,"1355",LHR,"507",MAD,"1229",,0,767 320 319 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14745,BA,"1355",LHR,"507",MAN,"478",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14746,BA,"1355",LHR,"507",MEX,"1824",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14747,BA,"1355",LHR,"507",MIA,"3576",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Miami International Airport,Miami,United States,25.7931995391846,-80.2906036376953,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14748,BA,"1355",LHR,"507",MRS,"1353",,0,319 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Marseille Provence Airport,Marseille,France,43.439271922,5.22142410278,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14749,BA,"1355",LHR,"507",MUC,"346",,0,320 321 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Munich Airport,Munich,Germany,48.353802,11.7861,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14750,BA,"1355",LHR,"507",MXP,"1524",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Malpensa International Airport,Milano,Italy,45.6306,8.72811,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14751,BA,"1355",LHR,"507",NAS,"1953",,0,"767",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Lynden Pindling International Airport,Nassau,Bahamas,25.0389995575,-77.4662017822,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14752,BA,"1355",LHR,"507",NBO,"4059",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.31923997402,36.9277992249,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14753,BA,"1355",LHR,"507",NCE,"1354",,0,320 321 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14754,BA,"1355",LHR,"507",NCL,"521",,0,319 321 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14755,BA,"1355",LHR,"507",NRT,"2279",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14756,BA,"1355",LHR,"507",OPO,"1636",,0,320 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Francisco de Sá Carneiro Airport,Porto,Portugal,41.2481002808,-8.68138980865,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14757,BA,"1355",LHR,"507",ORD,"3830",,0,744 777,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14758,BA,"1355",LHR,"507",ORY,"1386",,0,319 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14759,BA,"1355",LHR,"507",OSL,"644",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Oslo Lufthavn,Oslo,Norway,60.121,11.0502,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14760,BA,"1355",LHR,"507",OTP,"1657",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14761,BA,"1355",LHR,"507",PEK,"3364",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Beijing Capital International Airport,Beijing,China,40.0801010131836,116.584999084473,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14762,BA,"1355",LHR,"507",PHL,"3752",,0,777 767,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Philadelphia International Airport,Philadelphia,United States,39.871898651123,-75.241096496582,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14763,BA,"1355",LHR,"507",PHX,"3462",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Phoenix Sky Harbor International Airport,Phoenix,United States,33.4342994689941,-112.012001037598,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14764,BA,"1355",LHR,"507",PMI,"3998",,0,319 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14765,BA,"1355",LHR,"507",PRG,"1587",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14766,BA,"1355",LHR,"507",PSA,"1562",,0,320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Pisa International Airport,Pisa,Italy,43.683899,10.3927,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14767,BA,"1355",LHR,"507",PVG,"3406",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Shanghai Pudong International Airport,Shanghai,China,31.1434001922607,121.805000305176,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14768,BA,"1355",LHR,"507",RDU,"3626",Y,0,"763",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Raleigh Durham International Airport,Raleigh-durham,United States,35.8776016235352,-78.7874984741211,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14769,BA,"1355",LHR,"507",RTM,"591",,0,"319",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14770,BA,"1355",LHR,"507",RUH,"2082",,0,744 777,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,King Khaled International Airport,Riyadh,Saudi Arabia,24.9575996398926,46.6987991333008,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14771,BA,"1355",LHR,"507",SAN,"3731",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,San Diego International Airport,San Diego,United States,32.7336006165,-117.190002441,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14772,BA,"1355",LHR,"507",SEA,"3577",,0,744 777,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14773,BA,"1355",LHR,"507",SFO,"3469",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14774,BA,"1355",LHR,"507",SIN,"3316",,0,744 777,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14775,BA,"1355",LHR,"507",SOF,"1194",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Sofia Airport,Sofia,Bulgaria,42.6966934204102,23.4114360809326,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14776,BA,"1355",LHR,"507",STR,"350",,0,319 321 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.22196006775,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14777,BA,"1355",LHR,"507",SVG,"666",,0,"319",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14778,BA,"1355",LHR,"507",TIP,"1157",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Tripoli International Airport,Tripoli,Libya,32.6635017395,13.1590003967,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14779,BA,"1355",LHR,"507",TLS,"1273",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14780,BA,"1355",LHR,"507",TLV,"1590",,0,777 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Ben Gurion International Airport,Tel-aviv,Israel,32.0113983154297,34.8866996765137,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14781,BA,"1355",LHR,"507",TXL,"351",,0,320 321 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14782,BA,"1355",LHR,"507",VCE,"1551",,0,320 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14783,BA,"1355",LHR,"507",VIE,"1613",,0,320 319,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Vienna International Airport,Vienna,Austria,48.110298156738,16.569700241089,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14784,BA,"1355",LHR,"507",WAW,"679",,0,"320",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14785,BA,"1355",LHR,"507",YUL,"146",,0,"777",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14786,BA,"1355",LHR,"507",YVR,"156",,0,"744",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14787,BA,"1355",LHR,"507",YYC,"178",,0,"767",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14788,BA,"1355",LHR,"507",YYZ,"193",,0,788 744,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14789,BA,"1355",LHR,"507",ZAG,"1208",,0,319 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Zagreb Airport,Zagreb,Croatia,45.7429008484,16.0687999725,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14790,BA,"1355",LHR,"507",ZRH,"1678",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Zürich Airport,Zurich,Switzerland,47.464699,8.54917,airport,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport
14807,BA,"1355",MAN,"478",BLL,"608",Y,0,FRJ,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Billund Airport,Billund,Denmark,55.7402992249,9.15178012848,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14808,BA,"1355",MAN,"478",GOT,"687",Y,0,FRJ,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14809,BA,"1355",MAN,"478",HEL,"421",Y,0,E90,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14810,BA,"1355",MAN,"478",JFK,"3797",Y,0,"757",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14811,BA,"1355",MAN,"478",LHR,"507",,0,319 320 321,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14812,BA,"1355",MAN,"478",ORD,"3830",Y,0,"763",United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,airport,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,airport
14851,BA,"1355",NCL,"521",LHR,"507",,0,319 321 320,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,airport,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849,airport
14852,BA,"1355",NQY,"481",LGW,"502",Y,0,DH4,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,airport,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514,airport
15032,BE,"2421",ABZ,"532",BHD,"467",,0,DH4,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126465,-5.87249994277954,airport,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512,airport
15033,BE,"2421",ABZ,"532",BHX,"469",,0,E75 DH4,United Kingdom,airport,routes-from-uk-filtered,/home/kieran/github/land-air-sea/datasets/openFlights/qgis/routes-from-uk.geojson|geometrytype=None|uniqueGeometryType=yes,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728,airport,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512,airport
