uid,equipment,source_name,source_city,source_country,source_lat,source_long
27261,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27262,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27263,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27264,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27265,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27266,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27267,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27268,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27269,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27270,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27271,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27272,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27273,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27274,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27275,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27276,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27277,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27278,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27279,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27280,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27281,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27282,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27283,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27284,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27285,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27286,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27287,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27288,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27289,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27290,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27291,738,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
27379,738,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
27380,738,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
27542,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27543,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27544,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27545,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27546,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27547,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27548,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27549,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27550,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27551,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27552,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27553,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27554,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27555,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27556,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27557,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27558,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27559,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27560,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27561,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27562,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27862,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27863,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27864,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27865,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27866,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27867,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27868,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27869,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27870,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27871,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27872,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27873,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27874,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27875,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27876,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27877,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27878,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27879,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27880,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27881,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27882,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27883,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27884,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27885,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27886,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27887,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27888,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27889,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27890,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27891,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27892,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27893,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27894,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27895,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27896,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27897,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27898,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27899,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27900,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27901,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27902,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27903,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27904,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27905,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27906,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27907,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27908,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27909,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27910,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27911,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27912,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27913,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27914,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27915,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27916,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27917,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27918,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27919,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27920,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27921,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27922,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27923,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27924,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27925,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27926,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27927,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27928,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27929,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27930,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27931,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27932,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27933,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27934,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27935,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27936,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27937,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27938,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27939,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27940,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27941,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27942,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27943,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27944,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27945,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27946,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27947,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27948,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27949,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27950,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27951,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27952,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27953,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27954,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27955,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27956,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27957,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27958,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27959,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27960,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27961,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27962,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27963,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27964,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27965,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27966,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27967,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27968,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27969,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27970,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27971,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27972,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27973,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27974,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27975,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27976,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27977,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27978,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27979,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27980,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27981,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27982,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27983,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27984,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27985,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
29940,332 320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
29941,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
30145,AT7,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
30147,AT7,East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.32806003094
30158,E95 AT7,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
30159,AT7,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
30160,BNT,Southampton Airport,Southampton,United Kingdom,50.9502983093262,-1.35679996013641
30161,AT7,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
30162,AT7,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
32039,757,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32184,320 319,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
32367,319,George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126465,-5.87249994277954
32439,320,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
32440,320,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
32441,320,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
32466,320,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
32467,321 320,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
32501,321 320,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
32556,319,Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323242,-1.66057002544403
32562,E90,London City Airport,London,United Kingdom,51.505299,0.055278
32563,E90,London City Airport,London,United Kingdom,51.505299,0.055278
32564,E70 E90,London City Airport,London,United Kingdom,51.505299,0.055278
32565,E90,London City Airport,London,United Kingdom,51.505299,0.055278
32566,E90,London City Airport,London,United Kingdom,51.505299,0.055278
32574,320,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32575,319 734 320,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32576,319 734,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32577,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32578,319 320 734,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32579,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32580,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32581,320,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32582,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32583,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32584,320,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32585,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32586,777,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
32587,320 319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32588,321 319 767 320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32589,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32590,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32591,788,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32592,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32593,319 320 321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32594,321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32595,319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32596,320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32597,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32598,744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32599,320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32600,767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32601,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32602,77W 744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32603,320 321 319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32604,777 788,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32605,320 319 321 767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32606,320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32607,744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32608,744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32609,319 320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32610,744 77W 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32611,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32612,744 77W 388,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32613,319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32614,320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32615,321 320 343 333,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32616,320 319 321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32617,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32618,77W 744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32619,320 319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32620,763 777 744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32621,319 320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32622,319 320 321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32623,777 767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32624,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32625,319 320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32626,763,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32627,777 744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32628,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32629,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32630,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32631,744 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32632,320,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32633,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32634,744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32635,767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32636,788 744,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32762,757,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32763,319 320 321,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32764,763,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32798,320 319,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
33155,737,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
33156,320,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
33294,DHT,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
33295,DHT,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
33313,DHT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33314,DHT BNT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33315,DHT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33325,DHT BNT,Land's End Airport,Land's End,United Kingdom,50.102798,-5.67056
33329,DHT,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514
33330,DHT,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514
33463,AB6,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
33778,767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34360,773,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34698,773,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34699,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35382,319 733,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35784,757,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35785,757,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36032,77W,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36155,320,London Luton Airport,London,United Kingdom,51.874698638916,-0.368333011865616
36164,737 EMJ F70,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
36490,737 EMJ,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
36511,EMJ,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
36574,F70,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
36609,737 EMJ,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
36643,737 EMJ,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
36686,F70,Humberside Airport,Humberside,United Kingdom,53.5744018554688,-0.350832998752594
36743,F70 EMJ,Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323242,-1.66057002544403
36745,ARJ,London City Airport,London,United Kingdom,51.505299,0.055278
36746,F50 ARJ,London City Airport,London,United Kingdom,51.505299,0.055278
36752,737 F70 EMJ,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36753,764 77L 76W,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36754,767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36755,76W 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36756,76W 767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36757,767,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36758,76W,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36778,737 EMJ F70,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
36779,76W,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
36798,F70,Durham Tees Valley Airport,Teesside,United Kingdom,54.5092010498047,-1.42940998077393
36836,EMJ 737,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
36846,F70,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123
36993,320 319,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
36994,320,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
37002,320,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
37005,320,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
37008,320,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
37014,320 319,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
37015,320 319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37018,320,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
37061,319,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
37062,320,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123
37209,AR8,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
37235,772,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37432,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37433,AB6 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37889,DH4,London City Airport,London,United Kingdom,51.505299,0.055278
37968,735,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
38014,752,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
38016,CR9,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38017,752,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38018,319 733 32A 321 320,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38019,E95,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38170,752,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
38171,321 32A 320 319,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
38385,CR9,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
38386,752,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
38483,E90,London City Airport,London,United Kingdom,51.505299,0.055278
38491,320 CR9,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38492,763 777 752,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38493,319 320 32A 321 733,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38494,752 777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38495,763 788,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38496,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38497,319 320 321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38498,763,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38499,777,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38500,763,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38501,763,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38502,763,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38503,77W,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38504,77W,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38505,333,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38506,319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38507,77L 763 77W 333,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38531,319 CR9,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
