uid,equipment,dest_name,dest_city,dest_country,dest_lat,dest_long
21171,333,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
21172,76W 764,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
21173,346 343 744,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
21174,744 333,Miami International Airport,Miami,United States,25.7931995391846,-80.2906036376953
21175,764,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802
21176,343,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
21177,76W,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
21178,744,San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375
21193,76W,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
21194,744,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
21195,744,Orlando International Airport,Orlando,United States,28.4293994903564,-81.3089981079102
22421,73H,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
22422,73H,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
22423,73H,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.617900848389,12.656000137329
22424,73H,Oslo Lufthavn,Oslo,Norway,60.121,11.0502
22506,73H,Aalborg Airport,Aalborg,Denmark,57.0927589138,9.84924316406
22507,73H,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
22508,73H,Ålesund Airport,Alesund,Norway,62.5625,6.11969995498657
22509,73H,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
22510,73H,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
22511,73H,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
22512,73H,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
22513,73H,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
22514,73H,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
22515,73H,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.617900848389,12.656000137329
22516,73H,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
22517,73H,Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.2681999206543
22518,73H,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
22519,73H,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
22520,73H,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
22521,73H,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039
22522,73H,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
22523,73H,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
22524,73H,Santorini Airport,Thira,Greece,36.3992004394531,25.4792995452881
22525,73H,Larnaca International Airport,Larnaca,Cyprus,34.8750991821289,33.6249008178711
22526,73H,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
22527,73H,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356
22528,73H,Oslo Lufthavn,Oslo,Norway,60.121,11.0502
22529,73H,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
22530,73H,Split Airport,Split,Croatia,43.5388984680176,16.2980003356934
22531,73H,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
22532,73H,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
22533,73H,"Tromsø Airport,",Tromso,Norway,69.6832962036133,18.9188995361328
22534,73H,Trondheim Airport Værnes,Trondheim,Norway,63.4578018,10.9239998
22535,73H,"Sandefjord Airport, Torp",Sandefjord,Norway,59.1866989136,10.258600235
22551,73H,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
22552,73H,Oslo Lufthavn,Oslo,Norway,60.121,11.0502
22553,73H,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
22838,AT7,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22856,320,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
22857,320,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
22858,320 319,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
22859,319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
22860,320 319,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
22861,320,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22862,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
22863,AT4 AT7,Shannon Airport,Shannon,Ireland,52.702,-8.92482
22865,AT4,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22868,AT4,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22872,AT7 AT4,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22873,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
22874,AT4,Shannon Airport,Shannon,Ireland,52.702,-8.92482
22883,AT7,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22962,AT7,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22963,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
22964,AT7,Shannon Airport,Shannon,Ireland,52.702,-8.92482
22972,AT7 AT4,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22973,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
22985,320 319,George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126465,-5.87249994277954
22986,320,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22987,319,Ireland West Knock Airport,Connaught,Ireland,53.9103012084961,-8.81849002838135
22988,319,George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126465,-5.87249994277954
22989,320,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22990,320,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
22991,320,Shannon Airport,Shannon,Ireland,52.702,-8.92482
22998,320,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
22999,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
23000,AT7 AT4,Shannon Airport,Shannon,Ireland,52.702,-8.92482
23010,AT7,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
23011,AT7,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
23043,AT4 AT7,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
23082,77W,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23250,77W 77L,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23283,77W 388,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23285,388,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23293,77W 388,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23312,77W,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
23863,788 77L,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.97789001465,38.7993011475
23864,77L,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756
24209,77W 346 345,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005645752,54.6511001586914
24216,332 77W,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005645752,54.6511001586914
24553,320 319 E90,Sofia Airport,Sofia,Bulgaria,42.6966934204102,23.4114360809326
24739,75W,Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056
24768,75W,Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056
24769,75W,Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056
24770,75W,Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056
26076,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
26077,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
26078,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
26079,738,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
26080,738,M. R. Štefánik Airport,Bratislava,Slovakia,48.1702003479004,17.2126998901367
26081,738,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.0968017578,17.9776992798
26082,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
26083,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
26084,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
26085,738,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235352,18.4661998748779
26086,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
26087,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
26088,738,Katowice International Airport,Katowice,Poland,50.4743,19.08
26089,738,Kaunas International Airport,Kaunas,Lithuania,54.9639015197754,24.0848007202148
26090,738,City of Derry Airport,Londonderry,United Kingdom,55.0428009033203,-7.16110992431641
26091,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
26092,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
26093,738,Malta International Airport,Malta,Malta,35.857498,14.4775
26094,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
26095,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
26096,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
26159,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
26160,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
26161,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
26162,738,Carcassonne Airport,Carcassonne,France,43.2159996032715,2.30631995201111
26163,738,Chania International Airport,Chania,Greece,35.5317001342773,24.1497001647949
26164,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
26165,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
26166,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
26167,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
26168,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
26169,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
26170,738,Malta International Airport,Malta,Malta,35.857498,14.4775
26171,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
26172,738,Pisa International Airport,Pisa,Italy,43.683899,10.3927
26173,738,Diagoras Airport,Rhodos,Greece,36.4053993225098,28.0862007141113
26174,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
26221,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
26222,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
26223,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
26224,738,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
26225,738,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
26226,738,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
26227,738,Béziers-Vias Airport,Beziers,France,43.3235015869141,3.35389995574951
26228,738,Chania International Airport,Chania,Greece,35.5317001342773,24.1497001647949
26229,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
26230,738,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
26231,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
26232,738,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235352,18.4661998748779
26233,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
26234,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
26235,738,Kaunas International Airport,Kaunas,Lithuania,54.9639015197754,24.0848007202148
26236,738,Limoges Airport,Limoges,France,45.8628005981445,1.17944002151489
26237,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
26238,738,Malta International Airport,Malta,Malta,35.857498,14.4775
26239,738,Ireland West Knock Airport,Connaught,Ireland,53.9103012084961,-8.81849002838135
26240,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
26241,738,Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
26242,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
26243,738,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
26244,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
26245,738,Treviso-Sant'Angelo Airport,Treviso,Italy,45.648399,12.1944
26246,738,Valencia Airport,Valencia,Spain,39.4893,-0.481625
26247,738,Modlin Airport,Warsaw,Poland,52.451099,20.6518
26248,738,Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
26653,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
26654,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
26655,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
26656,738,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
26657,738,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
26658,738,Bordeaux-Mérignac Airport,Bordeaux,France,44.8283004761,-0.715556025505
26659,738,Bremen Airport,Bremen,Germany,53.0475006104,8.78666973114
26660,738,M. R. Štefánik Airport,Bratislava,Slovakia,48.1702003479004,17.2126998901367
26661,738,Béziers-Vias Airport,Beziers,France,43.3235015869141,3.35389995574951
26662,738,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.6018981933594,19.9116992950439
26663,738,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949
26664,738,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382
26665,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
26666,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
26667,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
26668,738,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235352,18.4661998748779
26669,738,Gothenburg City Airport,Gothenborg,Sweden,57.7747,11.8704
26670,738,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
26671,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
26672,738,Kaunas International Airport,Kaunas,Lithuania,54.9639015197754,24.0848007202148
26673,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
26674,738,Malta International Airport,Malta,Malta,35.857498,14.4775
26675,738,Marseille Provence Airport,Marseille,France,43.439271922,5.22142410278
26676,738,Weeze Airport,Weeze,Germany,51.6024017334,6.14216995239
26677,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
26678,738,Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
26679,738,Pisa International Airport,Pisa,Italy,43.683899,10.3927
26680,738,"Moss Airport, Rygge",Rygge,Norway,59.378817,10.785439
26681,738,Santander Airport,Santander,Spain,43.4271011352539,-3.82000994682312
26682,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
26721,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
26722,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
26723,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
26724,738,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
26725,738,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
26726,738,Carcassonne Airport,Carcassonne,France,43.2159996032715,2.30631995201111
26727,738,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.6018981933594,19.9116992950439
26728,738,Chania International Airport,Chania,Greece,35.5317001342773,24.1497001647949
26729,738,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949
26730,738,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,48.5876998901367,-2.07996010780334
26731,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
26732,738,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
26733,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
26734,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
26735,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
26736,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
26737,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
26738,738,Almería International Airport,Almeria,Spain,36.8438987731934,-2.3701000213623
26739,738,Limoges Airport,Limoges,France,45.8628005981445,1.17944002151489
26740,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
26741,738,La Rochelle-Île de Ré Airport,La Rochelle,France,46.17919921875,-1.19527995586395
26742,738,Menorca Airport,Menorca,Spain,39.8625984191895,4.21864986419678
26743,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
26744,738,Ireland West Knock Airport,Connaught,Ireland,53.9103012084961,-8.81849002838135
26745,738,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
26746,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
26747,738,Pisa International Airport,Pisa,Italy,43.683899,10.3927
26748,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
26749,738,Diagoras Airport,Rhodos,Greece,36.4053993225098,28.0862007141113
26750,738,Riga International Airport,Riga,Latvia,56.9235992431641,23.9710998535156
26751,738,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
26752,738,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225
26753,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
26754,738,Treviso-Sant'Angelo Airport,Treviso,Italy,45.648399,12.1944
26755,738,Valencia Airport,Valencia,Spain,39.4893,-0.481625
26756,738,Modlin Airport,Warsaw,Poland,52.451099,20.6518
26757,738,Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
27075,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
27076,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
27077,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
27078,738,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
27079,738,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.6018981933594,19.9116992950439
27080,738,Chania International Airport,Chania,Greece,35.5317001342773,24.1497001647949
27081,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
27082,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
27083,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
27084,738,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235352,18.4661998748779
27085,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
27086,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
27087,738,Kos Airport,Kos,Greece,36.7933006286621,27.0916996002197
27088,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
27089,738,Limoges Airport,Limoges,France,45.8628005981445,1.17944002151489
27090,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
27091,738,Malta International Airport,Malta,Malta,35.857498,14.4775
27092,738,Montpellier-Méditerranée Airport,Montpellier,France,43.5761985778809,3.96301007270813
27093,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
27094,738,Pisa International Airport,Pisa,Italy,43.683899,10.3927
27095,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
27096,738,Treviso-Sant'Angelo Airport,Treviso,Italy,45.648399,12.1944
27102,738,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
27103,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
27104,738,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.3335990905762,-2.8497200012207
27105,738,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
27106,738,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
27113,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
27114,738,Kaunas International Airport,Kaunas,Lithuania,54.9639015197754,24.0848007202148
27115,738,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
27116,738,Shannon Airport,Shannon,Ireland,52.702,-8.92482
27117,738,Sevilla Airport,Sevilla,Spain,37.4179992675781,-5.8931097984314
27163,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
27164,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
27165,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
27166,738,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
27167,738,M. R. Štefánik Airport,Bratislava,Slovakia,48.1702003479004,17.2126998901367
27168,738,Carcassonne Airport,Carcassonne,France,43.2159996032715,2.30631995201111
27169,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
27170,738,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
27171,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
27172,738,Nîmes-Arles-Camargue Airport,Nimes,France,43.7574005126953,4.4163498878479
27173,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
27174,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
27175,738,Kos Airport,Kos,Greece,36.7933006286621,27.0916996002197
27176,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
27177,738,City of Derry Airport,Londonderry,United Kingdom,55.0428009033203,-7.16110992431641
27178,738,Limoges Airport,Limoges,France,45.8628005981445,1.17944002151489
27179,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
27180,738,Malta International Airport,Malta,Malta,35.857498,14.4775
27181,738,Ireland West Knock Airport,Connaught,Ireland,53.9103012084961,-8.81849002838135
27182,738,Francisco de Sá Carneiro Airport,Porto,Portugal,41.2481002808,-8.68138980865
27183,738,Cork Airport,Cork,Ireland,51.8413009643555,-8.49110984802246
27184,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
27185,738,Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
27186,738,Pisa International Airport,Pisa,Italy,43.683899,10.3927
27187,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
27188,738,Diagoras Airport,Rhodos,Greece,36.4053993225098,28.0862007141113
27189,738,Shannon Airport,Shannon,Ireland,52.702,-8.92482
27190,738,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,53.5847015381,14.9021997452
27191,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
27192,738,"Sandefjord Airport, Torp",Sandefjord,Norway,59.1866989136,10.258600235
27193,738,Vilnius International Airport,Vilnius,Lithuania,54.634102,25.285801
27194,738,Modlin Airport,Warsaw,Poland,52.451099,20.6518
27195,738,Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
27204,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
27205,738,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077
27206,738,M. R. Štefánik Airport,Bratislava,Slovakia,48.1702003479004,17.2126998901367
27207,738,Béziers-Vias Airport,Beziers,France,43.3235015869141,3.35389995574951
27208,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
27209,738,Nîmes-Arles-Camargue Airport,Nimes,France,43.7574005126953,4.4163498878479
27210,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
27211,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
27212,738,Kerry Airport,Kerry,Ireland,52.1809005737305,-9.52377986907959
27213,738,Kaunas International Airport,Kaunas,Lithuania,54.9639015197754,24.0848007202148
27214,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
27215,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
27216,738,Malta International Airport,Malta,Malta,35.857498,14.4775
27217,738,Ireland West Knock Airport,Connaught,Ireland,53.9103012084961,-8.81849002838135
27218,738,Menara Airport,Marrakech,Morocco,31.6068992615,-8.03629970551
27219,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
27220,738,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
27221,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
27256,738,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
27257,738,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
27258,738,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
27259,738,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
27260,738,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
27261,738,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
27262,738,Bremen Airport,Bremen,Germany,53.0475006104,8.78666973114
27263,738,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
27264,738,Paris Beauvais Tillé Airport,Beauvais,France,49.4543991088867,2.11278009414673
27265,738,Béziers-Vias Airport,Beziers,France,43.3235015869141,3.35389995574951
27266,738,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.6018981933594,19.9116992950439
27267,738,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949
27268,738,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382
27269,738,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
27270,738,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
27271,738,Fuerteventura Airport,Fuerteventura,Spain,28.4526996612549,-13.8638000488281
27272,738,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235352,18.4661998748779
27273,738,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
27274,738,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
27275,738,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
27276,738,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
27277,738,Gran Canaria Airport,Gran Canaria,Spain,27.9319000244141,-15.3865995407104
27278,738,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
27279,738,San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428
27280,738,Paphos International Airport,Paphos,Cyprus,34.7179985046387,32.4856986999512
27281,738,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
27282,738,Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001
27283,738,Riga International Airport,Riga,Latvia,56.9235992431641,23.9710998535156
27284,738,"Moss Airport, Rygge",Rygge,Norway,59.378817,10.785439
27285,738,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
27286,738,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
27287,738,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115
27288,738,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,37.9114,12.488
27289,738,Valencia Airport,Valencia,Spain,39.4893,-0.481625
27290,738,Modlin Airport,Warsaw,Poland,52.451099,20.6518
27291,738,Zadar Airport,Zadar,Croatia,44.108299,15.3467
