uid,equipment,dest_name,dest_city,dest_country,dest_lat,dest_long,source_name,source_city,source_country,source_lat,source_long
32588,321 319 767 320,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32589,"777",Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32590,"777",Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005645752,54.6511001586914,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32591,"788",Austin Bergstrom International Airport,Austin,United States,30.1944999694824,-97.6698989868164,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32592,"777",Bahrain International Airport,Bahrain,Bahrain,26.2707996368408,50.6335983276367,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32593,319 320 321,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32594,"321",Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.8208999633789,35.4883995056152,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32595,"319",George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126465,-5.87249994277954,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32596,"320",Bilbao Airport,Bilbao,Spain,43.3011016845703,-2.91060996055603,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32597,"777",Suvarnabhumi Airport,Bangkok,Thailand,13.6810998916626,100.747001647949,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32598,744 777,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32599,"320",Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32600,"767",Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32601,"777",Denver International Airport,Denver,United States,39.861698150635,-104.672996521,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32602,77W 744 777,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32603,320 321 319,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32604,777 788,Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32605,320 319 321 767,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32606,"320",Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32607,744 777,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32608,744 777,George Bush Intercontinental Houston Airport,Houston,United States,29.9843997955322,-95.3414001464844,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32609,319 320,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32610,744 77W 777,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32611,"744",McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32612,744 77W 388,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32613,"319",Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323242,-1.66057002544403,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32614,"320",A Coruña Airport,La Coruna,Spain,43.302101,-8.37726,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32615,321 320 343 333,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32616,320 319 321,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32617,"744",Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32618,77W 744 777,Miami International Airport,Miami,United States,25.7931995391846,-80.2906036376953,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32619,320 319,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32620,763 777 744,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32621,319 320,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32622,319 320 321,Oslo Lufthavn,Oslo,Norway,60.121,11.0502,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32623,777 767,Philadelphia International Airport,Philadelphia,United States,39.871898651123,-75.241096496582,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32624,"744",Phoenix Sky Harbor International Airport,Phoenix,United States,33.4342994689941,-112.012001037598,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32625,319 320,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32626,"763",Raleigh Durham International Airport,Raleigh-durham,United States,35.8776016235352,-78.7874984741211,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32627,777 744,King Khaled International Airport,Riyadh,Saudi Arabia,24.9575996398926,46.6987991333008,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32628,"777",San Diego International Airport,San Diego,United States,32.7336006165,-117.190002441,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32629,"744",Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32630,"744",San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32631,744 777,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32632,"320",Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32633,"777",Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32634,"744",Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32635,"767",Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32636,788 744,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
32762,"757",John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32763,319 320 321,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32764,"763",Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
32798,320 319,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
33155,"737",Naples International Airport,Naples,Italy,40.886002,14.2908,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
33156,"320",Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
33294,DHT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
33295,DHT,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
33313,DHT,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33314,DHT BNT,Land's End Airport,Land's End,United Kingdom,50.102798,-5.67056,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33315,DHT,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105
33325,DHT BNT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105,Land's End Airport,Land's End,United Kingdom,50.102798,-5.67056
33329,DHT,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514
33330,DHT,St. Mary's Airport,ST MARY\'S,United Kingdom,49.9132995605469,-6.29166984558105,Newquay Cornwall Airport,Newquai,United Kingdom,50.440601348877,-4.99540996551514
33463,AB6,Imam Khomeini International Airport,Tehran,Iran,35.4160995483398,51.1521987915039,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
33778,"767",Heydar Aliyev International Airport,Baku,Azerbaijan,40.4674987792969,50.0466995239258,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34360,"773",Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.4355564117432,-46.4730567932129,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34698,"773",Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
34699,"777",Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35382,319 733,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.8184013367,20.3090991974,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35784,"757",Almaty Airport,Alma-ata,Kazakhstan,43.3521003723145,77.0404968261719,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
35785,"757",Astana International Airport,Tselinograd,Kazakhstan,51.0222015380859,71.4669036865234,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36032,77W,Incheon International Airport,Seoul,South Korea,37.4691009521484,126.450996398926,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36155,"320",Atatürk International Airport,Istanbul,Turkey,40.976898,28.8146,London Luton Airport,London,United Kingdom,51.874698638916,-0.368333011865616
36164,737 EMJ F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
36490,737 EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
36511,EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
36574,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
36609,737 EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
36643,737 EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
36686,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Humberside Airport,Humberside,United Kingdom,53.5744018554688,-0.350832998752594
36743,F70 EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323242,-1.66057002544403
36745,ARJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,London City Airport,London,United Kingdom,51.505299,0.055278
36746,F50 ARJ,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722,London City Airport,London,United Kingdom,51.505299,0.055278
36752,737 F70 EMJ,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36753,764 77L 76W,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36754,"767",General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36755,76W 777,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.2123985290527,-83.353401184082,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36756,76W 767,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36757,"767",Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36758,76W,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
36778,737 EMJ F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
36779,76W,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
36798,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Durham Tees Valley Airport,Teesside,United Kingdom,54.5092010498047,-1.42940998077393
36836,EMJ 737,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
36846,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123
36993,320 319,Malta International Airport,Malta,Malta,35.857498,14.4775,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
36994,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
37002,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127441,-3.34332990646362
37005,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Exeter International Airport,Exeter,United Kingdom,50.7344017028809,-3.41388988494873
37008,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
37014,320 319,Malta International Airport,Malta,Malta,35.857498,14.4775,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
37015,320 319,Malta International Airport,Malta,Malta,35.857498,14.4775,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37018,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
37061,"319",Malta International Airport,Malta,Malta,35.857498,14.4775,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
37062,"320",Malta International Airport,Malta,Malta,35.857498,14.4775,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123
37209,AR8,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
37235,"772",Jomo Kenyatta International Airport,Nairobi,Kenya,-1.31923997402,36.9277992249,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37432,"777",John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37433,AB6 777,Kuwait International Airport,Kuwait,Kuwait,29.2266006469727,47.9688987731934,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
37889,DH4,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444,London City Airport,London,United Kingdom,51.505299,0.055278
37968,"735",Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004821777,-2.19777989387512
38014,"752",Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
38016,CR9,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38017,"752",Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38018,319 733 32A 321 320,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38019,E95,Munich Airport,Munich,Germany,48.353802,11.7861,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
38170,"752",Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
38171,321 32A 320 319,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629395,-3.37249994277954
38385,CR9,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
38386,"752",Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
38483,E90,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,London City Airport,London,United Kingdom,51.505299,0.055278
38491,320 CR9,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38492,763 777 752,Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38493,319 320 32A 321 733,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38494,752 777,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38495,763 788,George Bush Intercontinental Houston Airport,Houston,United States,29.9843997955322,-95.3414001464844,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38496,"777",Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38497,319 320 321,Munich Airport,Munich,Germany,48.353802,11.7861,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38498,"763",Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38499,"777",San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38500,"763",Edmonton International Airport,Edmonton,Canada,53.3097000122,-113.580001831,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38501,"763",Halifax / Stanfield International Airport,Halifax,Canada,44.8807983398,-63.5085983276,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38502,"763",Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.3224983215332,-75.6691970825195,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38503,77W,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38504,77W,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38505,"333",Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38506,"319",St. John's International Airport,St. John's,Canada,47.618598938,-52.7518997192,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38507,77L 763 77W 333,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
38531,319 CR9,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
38532,"752",Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
38533,32A 319 321 320 733,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
38534,320 319,Munich Airport,Munich,Germany,48.353802,11.7861,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
38695,CR9,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,Newcastle Airport,Newcastle,United Kingdom,55.0374984741211,-1.69166994094849
38974,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,Eday Airport,Eday,United Kingdom,59.190601348877,-2.77221989631653
38975,BNI,Eday Airport,Eday,United Kingdom,59.190601348877,-2.77221989631653,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38976,BNI,Sanday Airport,Sanday,United Kingdom,59.250301361084,-2.57666993141174,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38977,BNI,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38978,BNI,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38979,BNI,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.64139008522,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38980,BNI,Westray Airport,Westray,United Kingdom,59.3502998352,-2.95000004768,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977
38981,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,Sanday Airport,Sanday,United Kingdom,59.250301361084,-2.57666993141174
38982,BNI,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.64139008522,Sanday Airport,Sanday,United Kingdom,59.250301361084,-2.57666993141174
38983,BNI,Eday Airport,Eday,United Kingdom,59.190601348877,-2.77221989631653,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754
38984,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754
38985,BNI,Sanday Airport,Sanday,United Kingdom,59.250301361084,-2.57666993141174,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754
38986,BNI,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754
38987,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878
38988,BNI,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878
38989,BNI,Westray Airport,Westray,United Kingdom,59.3502998352,-2.95000004768,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878
38990,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.64139008522
38991,BNI,Sanday Airport,Sanday,United Kingdom,59.250301361084,-2.57666993141174,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.64139008522
38992,BNI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188477,-2.90499997138977,Westray Airport,Westray,United Kingdom,59.3502998352,-2.95000004768
38993,BNI,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.90027999878,Westray Airport,Westray,United Kingdom,59.3502998352,-2.95000004768
39023,"320",Tripoli International Airport,Tripoli,Libya,32.6635017395,13.1590003967,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
39026,"320",Tripoli International Airport,Tripoli,Libya,32.6635017395,13.1590003967,Manchester Airport,Manchester,United Kingdom,53.3536987304688,-2.27495002746582
39101,734 E95,Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
39239,"733",Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39240,"733",Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39241,"733",Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39242,"733",Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.2681999206543,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39243,"733",Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39244,"733",San Javier Airport,Murcia,Spain,37.7750015258789,-0.812389016151428,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39245,"733",Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39246,"733",Reus Air Base,Reus,Spain,41.1473999023438,1.16717004776001,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39247,"733",Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
39253,73C,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
39254,"733",Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
39255,733 73C,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
39256,73C,Dalaman International Airport,Dalaman,Turkey,36.7131004333,28.7924995422,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
39257,"733",Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
39258,73C,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127441,-3.02860999107361
